academy-school-eng	school-type	academy-trust	school-trust-join-date	academy-sponsor
138486	34	company:08131708		
138487	34	company:08128214		
138490	34	company:08104201	2012-01-08	Didcot Academy of Schools Multi-Academy Trust
138491	34			
138492	34	company:08116954		
138493	28	company:08168307	2012-01-11	The Collaborative Academies Trust
138494	28	company:08168307	2012-01-11	The Collaborative Academies Trust
138495	28	company:06228587	2013-01-03	Harris Federation
138496	28	company:09353480	2015-01-03	South Gloucestershire and Stroud Academy Trust
138497	28	company:07617529	2013-01-05	Creative Education Academies Trust (CEAT)
138499	28	company:07867577	2012-01-08	Aspirations Academies Trust (AAT)
138501	28	company:07867577	2012-01-08	Aspirations Academies Trust (AAT)
138502	28	company:08452281	2015-01-09	REAch2
138504	28	company:07569727	2012-01-09	The Williamson Trust
138505	28	company:08166526	2012-01-09	RSA Academies
138506	28	company:06982127	2012-01-09	Ormiston Academies Trust
138507	28	company:08187216	2012-01-09	Aspire Academies
138508	28	company:08169229		Nottingham Roman Catholic Diocesan Education Service (NRCDES)
138509	28		2012-01-09	Portsmouth & Winchester Diocesan Academies Trust
138510	28	company:07401701	2012-01-09	Fort Pitt Grammar School
138511	28	company:07401701	2012-01-09	Fort Pitt Grammar School
138512	28	company:09791051	2016-01-05	Reach4 Academy Trust
138514	28	company:08172988		Nottingham Roman Catholic Diocesan Education Service (NRCDES)
138518	28	company:05112090	2012-01-09	ARK Schools
138520	34	company:07386086	2012-01-08	School Partnership Trust Academies (SPTA)
138521	34	company:08138965		
138522	34	company:08061092	2012-01-08	Palladian Academy Trust
138523	34	company:08085993		
138524	34			
138525	34	company:08142572	2012-01-08	Trinity School - Newbury Academy Trust
138526	44		2012-01-08	Ascent Academies Trust
138527	34			Thomas Estley Community College
138528	34			
138529	34			
138530	44		2012-01-08	Ascent Academies Trust
138531	34	company:08130158		
138532	44	company:07695771	2012-01-08	Bright Futures Educational Trust
138533	34	company:08132067		
138534	34	company:08158718		
138535	34	company:07386086	2012-01-08	School Partnership Trust Academies (SPTA)
138536	34	company:08148546	2012-01-08	Central Schools Trust
138537	34	company:08094234		
138538	34	company:08161246		
138539	34	company:08128432		
138540	34	company:07846852	2012-01-08	Academy Transformation Trust (ATT)
138541	34	company:08120037	2012-01-08	
138542	34	company:08018146		
138543	34	company:08133686		
138544	34	company:08123168	2012-01-08	Albany Academy
138545	34	company:07933749		
138546	34	company:06526376	2016-01-09	E-ACT
138547	44	company:08133047		
138548	34	company:07845470		
138549	34	company:07746561		Haywood Academy
138550	34	company:07896123	2012-01-08	
138551	34	company:07735646		
138553	28	company:06864339	2012-01-11	Greenwood Academies Trust
138554	28	company:08270151	2012-01-12	Tudhoe Learning Trust
138555	28	company:08270151	2012-01-12	Tudhoe Learning Trust
138556	28	company:08270151	2012-01-12	Tudhoe Learning Trust
138557	34	company:08270151	2012-01-12	Tudhoe Learning Trust
138558	34	company:08168245		
138559	34	company:09630999	2015-01-09	Tees Valley Education
138560	34	company:09630999	2015-01-09	Tees Valley Education
138569	28	company:06864339	2012-01-09	Greenwood Academies Trust
138570	28	company:06864339	2012-01-09	Greenwood Academies Trust
138571	28	company:07468210	2012-01-09	CfBT Education Trust
138573	28	company:07430317	2016-01-09	The Redhill Academy Trust
138574	28	company:08032410	2012-01-09	The Priory School
138575	28	company:07984238	2012-01-09	The Learning Pathways Trust
138576	28	company:08132137		North Tyneside Academy Foundation
138577	28	company:07521946	2012-01-09	WISE Academies
138579	28		2012-01-09	The Stour Academy Trust
138581	28	company:07703865	2012-01-09	St Clere's Co-operative Academy Trust
138582	28	company:07697132	2012-01-09	Sir John Lawes Academies Trust
138583	28	company:06526376	2012-01-09	E-ACT
138584	28	company:07904096	2012-01-09	Wakefield Diocesan Academies Trust
138585	28	company:06625091	2012-01-09	Academies Enterprise Trust (AET)
138588	28	company:06625091	2015-01-08	Academies Enterprise Trust (AET)
138589	28	company:06625091	2015-01-08	Academies Enterprise Trust (AET)
138590	28		2012-01-09	The Arthur Terry School
138591	28	company:07523436	2012-01-09	Windsor Academy Trust
138592	28	company:08291666		Diocese of Canterbury
138593	28	company:07990619	2012-01-09	The Rodillian Academy
138595	34	company:08062508	2012-01-08	The Diamond Learning Partnership Trust
138603	34	company:08329993	2015-01-04	Inspirational Futures Trust
138604	28	company:07673871	2012-01-09	Lee Chapel Academy Trust
138605	28	company:08149829	2012-01-09	EMLC Academy Trust
138606	28	company:08137486		Diocese of Lichfield
138607	34	company:08156535		
138608	34	company:08147330		
138609	34	company:08146138		
138610	34	company:08163458		
138611	34	company:07824714	2012-01-09	Crofton Schools Academy Trust
138612	34	company:08163424		
138613	34	company:08146330	2012-01-09	The Park Federation Academy Trust
138614	34	company:08137701		
138615	34	company:08152109		
138616	34	company:08128803		
138617	34	company:08165319		
138618	34	company:07348231	2012-01-09	Kemnal Academy Trust, The (TKAT)
138619	34	company:08132338		
138620	34	company:07348231	2012-01-09	Kemnal Academy Trust, The (TKAT)
138621	34	company:08146330	2012-01-09	The Park Federation Academy Trust
138622	34	company:08155184	2012-01-09	
138623	34	company:08146633	2012-01-09	Excalibur Academies Trust
138624	34	company:08177657	2012-01-09	
138625	34	company:08152049		
138626	34	company:08158400	2012-01-09	Portswood Primary Academy Trust
138627	34	company:08133601		
138628	34	company:07353824	2015-01-05	The Spencer Academies Trust
138629	34	company:08146633	2012-01-09	Excalibur Academies Trust
138630	34	company:08158582		
138631	34	company:07819870	2012-01-09	First Federation Trust
138632	34	company:08171632		
138633	34	company:08132353		
138634	44	company:08068464		
138635	34	company:08163445	2012-01-09	
138636	34	company:08139885		
138637	34	company:08151355		
138638	34	company:08133675		
138639	34	company:08163457		
138640	34	company:08166270		The Gainsborough Parish Church C.E. Primary School
138641	34	company:07530373	2015-01-11	East Midlands Education Trust
138642	34	company:08158619	2012-01-09	Costessey Academy Trust (Evolution Academy Trust)
138643	44	company:08140768	2012-01-09	Northern House School Academy Trust
138644	34	company:07191874	2012-01-09	The Midland Academies Trust
138645	34	company:07348231	2012-01-09	Kemnal Academy Trust, The (TKAT)
138646	34	company:07348231	2012-01-09	Kemnal Academy Trust, The (TKAT)
138647	34	company:08151601		
138648	34	company:07348231	2012-01-09	Kemnal Academy Trust, The (TKAT)
138649	34	company:08164849	2012-01-09	
138650	34	company:08088957		
138651	34	company:08165744		
138652	44			
138653	34	company:08053288	2012-01-09	Wise Owl Trust
138654	34	company:08120128	2012-01-09	The Dunham Trust
138655	34	company:06207590	2012-01-09	Cabot Learning Federation
138656	34	company:08149765		
138657	34	company:08175471	2012-01-09	Brighter Futures Academy Trust
138658	34	company:06207590	2012-01-09	Cabot Learning Federation
138659	34	company:08146452		
138660	34	company:08158232		
138661	44	company:08151281		
138662	34	company:08156927		
138663	34	company:08163448		
138664	34	company:08160225		
138665	34	company:08175402		
138666	34	company:08155184	2012-01-09	
138667	34	company:08154932	2012-01-09	
138668	34	company:08089704	2012-01-09	Trust in Learning (Academies)
138671	28	company:08180623		Penair School
138672	28		2012-01-09	Brooke Weston Trust
138673	28	company:07386086	2012-01-09	School Partnership Trust Academies (SPTA)
138674	28	company:06625091	2012-01-09	Academies Enterprise Trust (AET)
138675	28	company:07189647	2012-01-09	Northern Education Trust
138676	28	company:07664012	2016-01-09	Diverse Academies Trust
138677	28	company:06625091	2012-01-09	Academies Enterprise Trust (AET)
138678	28	company:06625091	2012-01-09	Academies Enterprise Trust (AET)
138679	28	company:06625091	2012-01-09	Academies Enterprise Trust (AET)
138680	34	company:05112090	2012-01-09	ARK Schools
138681	34	company:05112090	2012-01-09	ARK Schools
138682	34	company:08190187		
138683	34	company:06543442	2012-01-09	Future Academies
138684	34	company:08163191		TVI Learning
138685	34	company:08161745		
138686	34	company:07348231	2012-01-09	Kemnal Academy Trust, The (TKAT)
138687	34	company:05398529	2012-01-09	Oasis Community Learning
138688	34	company:07506598	2012-01-09	
138689	34	company:08135633		Latchmere School
138690	34	company:08171341	2012-01-09	Lion Academy Trust
138691	34	company:08179498	2012-01-09	Chingford Foundation School
138692	44	company:08153765	2012-01-09	Hornbeam Academy Trust
138693	34	company:08146396		
138694	34	company:08144490		
138695	34	company:08173271		
138696	34	company:08166938		
138697	44	company:08131158	2012-01-09	New Bridge Academy
138698	34	company:08140850		
138699	34	company:08175642	2012-01-09	
138700	34	company:09791051	2016-01-05	Reach4 Academy Trust
138701	34	company:09791051	2016-01-05	Reach4 Academy Trust
138702	34	company:09791051	2016-01-05	Reach4 Academy Trust
138703	34	company:09791051	2016-01-06	Reach4 Academy Trust
138704	34	company:08176968	2012-01-09	
138705	34	company:08082204		
138706	34	company:08164889		
138707	34	company:07484308		
138708	34	company:08144135		
138709	34	company:06526376	2012-01-09	E-ACT
138710	34	company:05398529	2012-01-09	Oasis Community Learning
138711	34	company:06995649	2015-01-09	Outwood Grange Academies Trust
138712	34	company:07814150	2012-01-09	Isle Education Trust
138713	34	company:08161921		
138714	34	company:05958361	2012-01-09	
138715	34	company:08149829	2012-01-09	EMLC Academy Trust
138716	44	company:08123602		
138717	34	company:08167333		
138718	44		2015-01-11	Ascent Academies Trust
138719	34	company:08153776		
138720	34	company:08036151		
138721	34	company:08135574		
138722	34	company:08146661	2012-01-09	The Painsley MAC (Staffordshire)
138723	34	company:08146661	2012-01-09	The Painsley MAC (Staffordshire)
138724	34	company:08146661	2012-01-09	The Painsley MAC (Staffordshire)
138725	34	company:08146661	2012-01-09	The Painsley MAC (Staffordshire)
138726	34	company:08146661	2012-01-09	The Painsley MAC (Staffordshire)
138727	34	company:08146661	2012-01-09	The Painsley MAC (Staffordshire)
138728	34	company:06625091	2012-01-09	Academies Enterprise Trust (AET)
138729	34	company:08146661	2012-01-09	The Painsley MAC (Staffordshire)
138730	34	company:08153550	2012-01-09	
138731	34	company:07662414	2015-01-09	Baylis Court School
138732	34	company:08171068		
138733	34	company:07518252	2012-01-09	
138734	34	company:08135395		
138735	34	company:08187197		Kenningtons Primary Academy
138736	44	company:08183461		
138737	34	company:08144271		
138738	34		2012-01-09	The Stour Academy Trust
138739	34	company:08151859		
138740	34	company:08168813		Old Basford School
138741	34	company:08163499		
138742	34	company:08108086	2012-01-09	
138743	34	company:08126953		
138744	34	company:08178033		
138745	34	company:08144420		
138746	34	company:08153177		
138747	34	company:07992852		David Meller
138748	34	company:08141618		Ling Moor Primary Academy
138749	34	company:06182612	2012-01-09	David Ross Education Trust (DRET)
138750	34	company:06864339	2012-01-09	Greenwood Academies Trust
138751	34		2012-01-09	The Boston Witham Academies Federation
138752	34		2012-01-09	The Boston Witham Academies Federation
138753	34	company:08169622		
138754	34		2012-01-09	The Boston Witham Academies Federation
138755	34	company:08149761		
138756	34	company:08737412	2015-01-04	Diocese of Lincoln
138757	34	company:06182612	2012-01-09	David Ross Education Trust (DRET)
138758	34	company:07982312		Wensum Trust
138759	34	company:08142724		
138760	34	company:08132405		
138761	34		2012-01-09	Brooke Weston Trust
138762	34	company:08104201	2015-01-09	Didcot Academy of Schools Multi-Academy Trust
138763	34	company:08163433		
138764	34	company:07551959	2012-01-09	GLF Schools
138765	34	company:07768726	2012-01-09	Bourne Education Trust
138766	44	company:06625091	2012-01-09	Academies Enterprise Trust (AET)
138767	34	company:08174462		
138772	34	company:09299975	2012-01-09	
138773	34	company:09299975	2012-01-09	
138774	28	company:08143249	2012-01-09	Diocese of Oxford
138782	28	company:06625091	2012-01-09	Academies Enterprise Trust (AET)
138783	28	company:06182612	2012-01-09	David Ross Education Trust (DRET)
138784	28	company:07695771	2012-01-09	Bright Futures Educational Trust
138785	28	company:07695771	2012-01-09	Bright Futures Educational Trust
138786	28	company:06625091	2012-01-09	Academies Enterprise Trust (AET)
138787	28	company:07732559	2015-01-01	Lydiate Learning Trust
138788	28	company:08027943	2012-01-09	The Dean Trust
138789	28	company:06207590	2012-01-09	Cabot Learning Federation
138790	28	company:02387916	2012-01-09	Landau Forte Charitable Trust
138791	28	company:06207590	2012-01-09	Cabot Learning Federation
138792	28	company:07599308	2016-01-09	Moor End Academies Trust
138793	28	company:08179349	2012-01-09	Inspiration Trust
138794	28	company:08156759	2012-01-09	Diocese of Bristol Academies Trust (DBAT)
138799	28	company:07949154	2012-01-10	Core Education Trust
138800	28	company:08246275		Old Basford School
138804	34	company:08197381		
138805	34			Bradgate Education Partnership
138806	34			Bradgate Education Partnership
138807	34			Bradgate Education Partnership
138808	34	company:08177181		
138809	34	company:08197353		
138810	34	company:08192900	2012-01-10	
138811	34	company:08192900	2012-01-10	
138812	34	company:08192900	2012-01-10	
138813	34	company:08192900	2012-01-10	
138814	34	company:08192900	2012-01-10	
138815	34	company:08201675	2012-01-10	
