urn	establishment-type	establishment-group-type
100830	Voluntary Aided School	LA maintained schools
100831	Voluntary Aided School	LA maintained schools
100832	Voluntary Aided School	LA maintained schools
100833	Voluntary Aided School	LA maintained schools
100834	Voluntary Aided School	LA maintained schools
100835	Voluntary Aided School	LA maintained schools
100836	Voluntary Aided School	LA maintained schools
100837	Voluntary Aided School	LA maintained schools
100838	Voluntary Aided School	LA maintained schools
100839	Voluntary Aided School	LA maintained schools
100840	Voluntary Aided School	LA maintained schools
100841	Voluntary Aided School	LA maintained schools
100842	Community School	LA maintained schools
100843	Community School	LA maintained schools
100844	Foundation School	LA maintained schools
100845	Community School	LA maintained schools
100846	Community School	LA maintained schools
100847	Community School	LA maintained schools
100848	Community School	LA maintained schools
100849	Voluntary Aided School	LA maintained schools
100850	Voluntary Aided School	LA maintained schools
100851	Voluntary Aided School	LA maintained schools
100852	Voluntary Aided School	LA maintained schools
100853	Voluntary Aided School	LA maintained schools
100854	Voluntary Aided School	LA maintained schools
100855	Foundation School	LA maintained schools
100856	Foundation School	LA maintained schools
100857	Voluntary Aided School	LA maintained schools
100858	Voluntary Aided School	LA maintained schools
100859	Voluntary Aided School	LA maintained schools
100860	Voluntary Aided School	LA maintained schools
100861	Other Independent School	Independent schools
100862	Other Independent School	Independent schools
100863	Other Independent School	Independent schools
100864	Other Independent School	Independent schools
100865	Other Independent School	Independent schools
100866	Other Independent School	Independent schools
100867	Other Independent School	Independent schools
100868	Other Independent School	Independent schools
100869	Other Independent School	Independent schools
100870	Other Independent School	Independent schools
100871	City Technology College	Independent schools
100872	Community Special School	Special schools
100873	Community Special School	Special schools
100874	Community Special School	Special schools
100875	Community Special School	Special schools
100876	Community Special School	Special schools
100877	Community Special School	Special schools
100878	Community Special School	Special schools
100879	Community Special School	Special schools
100880	Community Special School	Special schools
100881	Community Special School	Special schools
100882	LA Nursery School	LA maintained schools
100883	LA Nursery School	LA maintained schools
100884	LA Nursery School	LA maintained schools
100885	LA Nursery School	LA maintained schools
100886	LA Nursery School	LA maintained schools
100887	LA Nursery School	LA maintained schools
100888	LA Nursery School	LA maintained schools
100889	Pupil Referral Unit	LA maintained schools
100890	Community School	LA maintained schools
100891	Community School	LA maintained schools
100892	Community School	LA maintained schools
100893	Community School	LA maintained schools
100894	Community School	LA maintained schools
100895	Community School	LA maintained schools
100896	Community School	LA maintained schools
100897	Community School	LA maintained schools
100898	Community School	LA maintained schools
100899	Community School	LA maintained schools
100900	Community School	LA maintained schools
100901	Community School	LA maintained schools
100902	Community School	LA maintained schools
100903	Community School	LA maintained schools
100904	Community School	LA maintained schools
100905	Community School	LA maintained schools
100906	Community School	LA maintained schools
100907	Community School	LA maintained schools
100908	Community School	LA maintained schools
100909	Community School	LA maintained schools
100910	Community School	LA maintained schools
100911	Community School	LA maintained schools
100912	Community School	LA maintained schools
100913	Community School	LA maintained schools
100914	Community School	LA maintained schools
100915	Community School	LA maintained schools
100916	Community School	LA maintained schools
100917	Community School	LA maintained schools
100918	Community School	LA maintained schools
100919	Community School	LA maintained schools
100920	Community School	LA maintained schools
100921	Community School	LA maintained schools
100922	Community School	LA maintained schools
100923	Community School	LA maintained schools
100924	Community School	LA maintained schools
100925	Community School	LA maintained schools
100926	Community School	LA maintained schools
100927	Community School	LA maintained schools
